datetime,PM2.5,SO2,NO2,CO,O3,TEMP,RAIN
2013-12-23 06:00:00,183.0,66.0,112.0,3500.0,1.0,-8.2,0.0
2013-12-23 07:00:00,138.0,87.0,99.0,3200.0,1.0,-8.6,0.0
2013-12-23 08:00:00,135.0,93.0,108.0,3900.0,1.0,-6.7,0.0
2013-12-23 09:00:00,169.0,107.0,128.0,5800.0,1.0,0.0,0.0
2013-12-23 10:00:00,176.0,115.0,122.0,5600.0,1.0,1.6,0.0
2013-12-23 11:00:00,121.0,102.0,98.0,3400.0,1.0,3.6,0.0
2013-12-23 12:00:00,70.0,47.0,76.0,1900.0,6.0,5.1,0.0
2013-12-23 13:00:00,68.0,41.0,67.0,1500.0,14.0,6.1,0.0
2013-12-23 14:00:00,42.0,31.0,48.0,900.0,29.0,6.3,0.0
2013-12-23 15:00:00,35.0,32.0,43.0,900.0,34.0,5.8,0.0
2013-12-23 16:00:00,35.0,32.0,45.0,800.0,34.0,2.7,0.0
2013-12-23 17:00:00,35.0,34.0,54.0,800.0,27.0,-1.2,0.0
2013-12-23 18:00:00,34.0,27.0,59.0,800.0,21.0,-3.3,0.0
2013-12-23 19:00:00,63.0,28.0,84.0,1400.0,1.0,-3.9,0.0
2013-12-23 20:00:00,86.0,39.0,96.0,2300.0,1.0,-4.9,0.0
2013-12-23 21:00:00,105.0,44.0,104.0,2200.0,1.0,-5.6,0.0
2013-12-23 22:00:00,141.0,67.0,112.0,2700.0,1.0,-5.8,0.0
2013-12-23 23:00:00,180.0,81.0,122.0,3100.0,1.0,-6.4,0.0
2013-12-24 00:00:00,202.0,94.0,129.0,3600.0,1.0,-6.5,0.0
2013-12-24 01:00:00,196.0,94.0,126.0,3800.0,1.0,-3.9,0.0
2013-12-24 02:00:00,188.0,62.0,124.0,4600.0,1.0,-4.0,0.0
2013-12-24 03:00:00,212.0,101.0,138.0,6500.0,4.0,-5.0,0.0
2013-12-24 04:00:00,256.0,113.0,147.0,7400.0,4.0,-5.1,0.0
2013-12-24 05:00:00,271.0,117.0,133.0,7400.0,4.0,-4.8,0.0
2013-12-24 06:00:00,255.0,100.0,128.0,6900.0,3.0,-4.9,0.0
2013-12-24 07:00:00,245.0,90.0,119.0,6200.0,2.0,-5.2,0.0
2013-12-24 08:00:00,216.0,80.0,108.0,5700.0,1.0,-3.9,0.0
2013-12-24 09:00:00,182.0,81.0,95.0,5100.0,1.0,-2.5,0.0
2013-12-24 10:00:00,149.0,97.0,87.0,4500.0,1.0,-1.3,0.0
2013-12-24 11:00:00,129.0,118.0,82.0,3900.0,1.0,-0.5,0.0
2013-12-24 12:00:00,130.0,111.0,83.0,3500.0,1.0,0.6,0.0
2013-12-24 13:00:00,150.0,114.0,91.0,3400.0,1.0,0.8,0.0
2013-12-24 14:00:00,195.0,136.0,113.0,4200.0,1.0,1.1,0.0
2013-12-24 15:00:00,232.0,140.0,130.0,5000.0,1.0,0.8,0.0
2013-12-24 16:00:00,262.0,146.0,148.0,5600.0,1.0,-0.3,0.0
2013-12-24 17:00:00,277.0,138.0,158.0,5800.0,1.0,-1.0,0.0
2013-12-24 18:00:00,273.0,131.0,153.0,5600.0,1.0,-1.7,0.0
2013-12-24 19:00:00,266.0,128.0,143.0,5600.0,1.0,-1.2,0.0
2013-12-24 20:00:00,261.0,139.0,147.0,5600.0,1.0,-1.8,0.0
2013-12-24 21:00:00,255.0,175.0,141.0,5500.0,1.0,-2.2,0.0
2013-12-24 22:00:00,239.0,173.0,130.0,5200.0,1.0,-3.1,0.0
2013-12-24 23:00:00,228.0,185.0,127.0,5200.0,1.0,-4.3,0.0
2013-12-25 00:00:00,260.0,186.0,124.0,5700.0,2.0,-4.2,0.0
2013-12-25 01:00:00,295.0,175.0,140.0,6900.0,2.0,-4.0,0.0
2013-12-25 02:00:00,266.0,174.0,146.0,6200.0,1.0,-4.8,0.0
2013-12-25 03:00:00,277.0,129.0,130.0,6600.0,1.0,-5.0,0.0
2013-12-25 04:00:00,254.0,100.0,110.0,4500.0,1.0,-5.0,0.0
2013-12-25 05:00:00,257.0,56.0,147.0,4500.0,1.0,-7.0,0.0
2013-12-25 06:00:00,258.0,129.0,147.0,6200.0,2.0,-7.6,0.0
2013-12-25 07:00:00,265.0,115.0,150.0,6300.0,1.0,-7.0,0.0
2013-12-25 08:00:00,248.0,101.0,144.0,5900.0,1.0,-5.5,0.0
2013-12-25 09:00:00,235.0,116.0,145.0,5700.0,1.0,-2.5,0.0
2013-12-25 10:00:00,258.0,132.0,151.0,6400.0,1.0,-0.5,0.0
2013-12-25 11:00:00,261.0,145.0,150.0,6200.0,1.0,1.6,0.0
2013-12-25 12:00:00,321.0,139.0,172.0,7300.0,1.0,5.3,0.0
2013-12-25 13:00:00,315.0,144.0,173.0,6500.0,1.0,6.5,0.0
2013-12-25 14:00:00,296.0,131.0,158.0,5200.0,4.0,5.8,0.0
2013-12-25 15:00:00,71.0,38.0,41.0,1100.0,41.0,4.9,0.0
2013-12-25 16:00:00,49.0,32.0,31.0,900.0,47.0,3.5,0.0
2013-12-25 17:00:00,33.0,19.0,25.0,700.0,52.0,1.9,0.0
2013-12-25 18:00:00,28.0,19.0,26.0,700.0,49.0,-0.1,0.0
2013-12-25 19:00:00,22.0,9.0,20.0,600.0,50.0,-1.5,0.0
2013-12-25 20:00:00,24.0,8.0,15.0,500.0,54.0,-2.4,0.0
2013-12-25 21:00:00,20.0,8.0,18.0,500.0,47.0,-3.0,0.0
2013-12-25 22:00:00,12.0,3.0,15.0,500.0,48.0,-3.4,0.0
2013-12-25 23:00:00,9.0,4.0,15.0,400.0,48.0,-3.5,0.0
2013-12-26 00:00:00,9.0,4.0,18.0,400.0,43.0,-3.6,0.0
2013-12-26 01:00:00,10.0,6.0,18.0,400.0,44.0,-4.2,0.0
2013-12-26 02:00:00,8.0,8.0,18.0,400.0,46.0,-4.0,0.0
2013-12-26 03:00:00,8.0,7.0,20.0,400.0,45.0,-4.4,0.0
2013-12-26 04:00:00,7.0,4.0,16.0,300.0,50.0,-4.9,0.0
2013-12-26 05:00:00,6.0,6.0,16.0,300.0,51.0,-5.1,0.0
2013-12-26 06:00:00,8.0,9.0,15.0,300.0,51.0,-5.2,0.0
2013-12-26 07:00:00,7.0,13.0,20.0,400.0,46.0,-5.0,0.0
2013-12-26 08:00:00,8.0,17.0,25.0,400.0,42.0,-3.9,0.0
2013-12-26 09:00:00,6.0,16.0,24.0,400.0,44.0,-2.3,0.0
2013-12-26 10:00:00,10.0,17.0,25.0,500.0,43.0,-1.5,0.0
2013-12-26 11:00:00,11.0,16.0,22.0,500.0,48.0,-0.5,0.0
2013-12-26 12:00:00,12.0,8.0,17.0,400.0,51.0,0.5,0.0
2013-12-26 13:00:00,9.0,11.0,5.0,400.0,51.0,1.0,0.0
2013-12-26 14:00:00,10.0,7.0,5.0,400.0,55.0,1.6,0.0
2013-12-26 15:00:00,7.0,7.0,5.0,400.0,56.0,1.5,0.0
2013-12-26 16:00:00,9.0,9.0,6.0,400.0,56.0,0.5,0.0
2013-12-26 17:00:00,9.0,10.0,8.0,400.0,56.0,0.4,0.0
2013-12-26 18:00:00,10.0,7.0,13.0,500.0,51.0,-0.4,0.0
2013-12-26 19:00:00,9.0,9.0,21.0,600.0,43.0,-1.4,0.0
2013-12-26 20:00:00,13.0,15.0,39.0,700.0,27.0,-4.4,0.0
2013-12-26 21:00:00,17.0,11.0,40.0,700.0,29.0,-5.9,0.0
2013-12-26 22:00:00,13.0,14.0,34.0,800.0,34.0,-5.6,0.0
2013-12-26 23:00:00,15.0,13.0,30.0,600.0,33.0,-4.0,0.0
2013-12-27 00:00:00,12.0,14.0,33.0,600.0,27.0,-4.5,0.0
2013-12-27 01:00:00,11.0,16.0,29.0,600.0,28.0,-3.9,0.0
2013-12-27 02:00:00,15.0,19.0,40.0,600.0,17.0,-3.7,0.0
2013-12-27 03:00:00,13.0,20.0,37.0,600.0,22.0,-4.2,0.0
2013-12-27 04:00:00,13.0,22.0,39.0,600.0,19.0,-4.6,0.0
2013-12-27 05:00:00,13.0,27.0,37.0,600.0,20.0,-4.9,0.0
2013-12-27 06:00:00,12.0,21.0,32.0,500.0,25.0,-6.6,0.0
2013-12-27 07:00:00,15.0,23.0,32.0,600.0,23.0,-5.6,0.0
2013-12-27 08:00:00,14.0,29.0,40.0,700.0,17.0,-3.3,0.0
2013-12-27 09:00:00,16.0,35.0,48.0,700.0,10.0,-1.3,0.0
2013-12-27 10:00:00,21.0,38.0,48.0,800.0,13.0,-0.5,0.0
2013-12-27 11:00:00,20.0,26.0,36.0,700.0,24.0,-0.2,0.0
2013-12-27 12:00:00,21.0,26.0,30.0,700.0,30.0,1.1,0.0
2013-12-27 13:00:00,18.0,26.0,27.0,600.0,34.0,1.4,0.0
2013-12-27 14:00:00,18.0,22.0,26.0,700.0,38.0,2.3,0.0
2013-12-27 15:00:00,12.0,11.0,14.0,500.0,48.0,1.1,0.0
2013-12-27 16:00:00,18.0,15.0,22.0,600.0,42.0,-0.3,0.0
2013-12-27 17:00:00,13.0,16.0,24.0,600.0,43.0,-1.7,0.0
2013-12-27 18:00:00,12.0,17.0,37.0,600.0,27.0,-1.2,0.0
2013-12-27 19:00:00,30.0,23.0,75.0,1000.0,1.0,1.3,0.0
2013-12-27 20:00:00,43.0,23.11111111111111,82.0,1500.0,1.0,1.0,0.0
2013-12-27 21:00:00,76.0,23.22222222222222,82.0,2100.0,1.0,0.7,0.0
2013-12-27 22:00:00,76.0,23.333333333333332,82.0,1993.3333333333333,0.7142,0.2,0.0
2013-12-27 23:00:00,47.0,23.444444444444443,55.0204,1886.6666666666667,0.4284,-0.7,0.0
2013-12-28 00:00:00,22.0,23.555555555555557,28.741999999999997,1780.0,23.1336,-1.6,0.0
2013-12-28 01:00:00,16.0,23.666666666666668,26.4837,1673.3333333333335,25.2756,-2.1,0.0
2013-12-28 02:00:00,12.0,23.77777777777778,16.2187,1566.6666666666667,30.4164,-2.7,0.0
2013-12-28 03:00:00,9.0,23.88888888888889,11.0862,1460.0,31.2732,-2.9,0.0
2013-12-28 04:00:00,10.0,24.0,16.0134,1353.3333333333335,15.6366,-3.9,0.0
2013-12-28 05:00:00,11.0,24.11111111111111,20.9406,1246.6666666666667,24.2046,-4.2,0.0
2013-12-28 06:00:00,9.0,24.22222222222222,23.1989,1140.0,22.0626,-4.9,0.0
2013-12-28 07:00:00,12.0,24.333333333333332,23.4042,1033.3333333333335,21.6342,-5.0,0.0
2013-12-28 08:00:00,11.0,24.444444444444443,23.4042,926.6666666666667,22.7052,-4.1,0.0
2013-12-28 09:00:00,12.0,24.555555555555557,23.1989,820.0,26.3466,-1.9,0.0
2013-12-28 10:00:00,14.0,24.666666666666668,17.4505,713.3333333333335,36.8424,-0.9,0.0
2013-12-28 11:00:00,8.0,24.77777777777778,10.265,606.6666666666667,46.6956,0.3,0.0
2013-12-28 12:00:00,10.0,24.88888888888889,11.0,500.0,50.0,1.5,0.0
2013-12-28 13:00:00,10.0,25.0,11.0,500.0,54.0,2.7,0.0
2013-12-28 14:00:00,11.0,25.11111111111111,9.0,500.0,57.0,3.1,0.0
2013-12-28 15:00:00,10.0,25.22222222222222,9.0,500.0,57.0,2.7,0.0
2013-12-28 16:00:00,8.0,25.333333333333332,9.0,500.0,58.0,0.0,0.0
2013-12-28 17:00:00,9.0,25.444444444444443,18.0,500.0,50.0,-1.9,0.0
2013-12-28 18:00:00,16.0,25.555555555555557,40.0,700.0,29.0,-2.0,0.0
2013-12-28 19:00:00,15.0,25.666666666666668,52.0,700.0,17.0,-2.1,0.0
2013-12-28 20:00:00,21.0,25.77777777777778,61.0,800.0,11.0,-2.0,0.0
2013-12-28 21:00:00,20.0,25.88888888888889,57.0,700.0,14.0,-5.1,0.0
2013-12-28 22:00:00,23.0,26.0,71.0,900.0,3.0,-6.2,0.0
2013-12-28 23:00:00,32.0,26.11111111111111,85.0,1400.0,1.0,-6.4,0.0
2013-12-29 00:00:00,41.0,26.22222222222222,91.0,2000.0,1.0,-7.0,0.0
2013-12-29 01:00:00,60.0,26.333333333333332,100.0,1800.0,1.0,-7.8,0.0
2013-12-29 02:00:00,70.0,26.444444444444443,93.0,2000.0,1.0,-8.3,0.0
2013-12-29 03:00:00,54.0,26.555555555555557,86.0,1800.0,1.0,-8.4,0.0
2013-12-29 04:00:00,22.0,26.666666666666668,66.0,800.0,5.0,-9.2,0.0
2013-12-29 05:00:00,15.0,26.77777777777778,49.0,700.0,17.0,-8.4,0.0
2013-12-29 06:00:00,25.0,26.88888888888889,67.0,800.0,2.0,-8.9,0.0
2013-12-29 07:00:00,27.0,27.0,80.0,1200.0,1.0,-8.9,0.0
2013-12-29 08:00:00,37.0,27.11111111111111,85.0,1500.0,1.0,-5.2,0.0
2013-12-29 09:00:00,62.0,27.22222222222222,112.0,2200.0,1.0,1.6,0.0
2013-12-29 10:00:00,80.0,27.333333333333332,101.0,2700.0,1.0,4.0,0.0
2013-12-29 11:00:00,61.0,27.444444444444443,94.0,2100.0,2.0,4.4,0.0
2013-12-29 12:00:00,33.0,27.555555555555557,58.0,1200.0,21.0,6.1,0.0
2013-12-29 13:00:00,33.0,27.666666666666664,58.0,1100.0,23.0,6.7,0.0
2013-12-29 14:00:00,33.0,27.77777777777778,69.0,1200.0,22.0,6.9,0.0
2013-12-29 15:00:00,39.0,27.88888888888889,79.0,1300.0,18.0,6.2,0.0
2013-12-29 16:00:00,53.0,28.0,83.0,1200.0,15.0,3.9,0.0
2013-12-29 17:00:00,37.0,28.11111111111111,77.0,900.0,10.0,0.5,0.0
2013-12-29 18:00:00,57.0,28.22222222222222,93.0,1400.0,1.0,-2.5,0.0
2013-12-29 19:00:00,82.0,28.333333333333332,118.0,1900.0,1.0,-3.4,0.0
2013-12-29 20:00:00,95.0,28.444444444444443,125.0,2300.0,1.0,-3.7,0.0
2013-12-29 21:00:00,104.0,28.555555555555557,119.0,2800.0,1.0,-3.8,0.0
2013-12-29 22:00:00,97.0,28.666666666666664,113.0,2900.0,1.0,-4.2,0.0
2013-12-29 23:00:00,94.0,28.77777777777778,112.0,2700.0,1.0,3.2,0.0
2013-12-30 00:00:00,58.0,28.88888888888889,80.0,1700.0,4.0,4.6,0.0
2013-12-30 01:00:00,24.0,29.0,45.0,1000.0,19.0,4.4,0.0
2013-12-30 02:00:00,21.0,29.11111111111111,50.0,900.0,16.0,3.8,0.0
2013-12-30 03:00:00,18.0,29.22222222222222,67.0,800.0,1.0,0.2,0.0
2013-12-30 04:00:00,28.0,29.333333333333332,70.0,800.0,2.0,3.9,0.0
2013-12-30 05:00:00,28.0,29.444444444444443,70.0,800.0,7.0,3.6,0.0
2013-12-30 06:00:00,31.0,29.555555555555554,58.0,900.0,11.0,2.5,0.0
2013-12-30 07:00:00,23.0,29.666666666666664,40.0,800.0,27.0,-0.3,0.0
2013-12-30 08:00:00,21.0,29.77777777777778,40.0,700.0,26.0,2.6,0.0
2013-12-30 09:00:00,24.0,29.88888888888889,36.0,700.0,31.0,6.0,0.0
2013-12-30 10:00:00,25.0,30.0,34.0,800.0,35.0,6.2,0.0
2013-12-30 11:00:00,23.0,30.11111111111111,19.0,600.0,49.0,6.9,0.0
2013-12-30 12:00:00,23.0,30.22222222222222,12.0,500.0,56.0,7.3,0.0
2013-12-30 13:00:00,19.0,30.333333333333332,10.0,500.0,59.0,7.9,0.0
2013-12-30 14:00:00,22.0,30.444444444444443,11.0,500.0,58.0,8.3,0.0
2013-12-30 15:00:00,20.0,30.555555555555554,11.0,500.0,60.0,7.7,0.0
2013-12-30 16:00:00,17.0,30.666666666666664,15.0,500.0,56.0,5.7,0.0
2013-12-30 17:00:00,19.0,30.77777777777778,21.0,600.0,49.0,1.5,0.0
2013-12-30 18:00:00,19.0,30.88888888888889,21.0,800.0,26.775,-1.6,0.0
2013-12-30 19:00:00,34.0,31.0,78.0,1000.0,1.0,-1.9,0.0
2013-12-30 20:00:00,68.0,33.0,103.0,1700.0,1.0,-2.7,0.0
2013-12-30 21:00:00,84.0,50.0,102.0,1900.0,1.0,-0.3,0.0
2013-12-30 22:00:00,84.0,66.0,96.0,1700.0,1.0,-0.1,0.0
2013-12-30 23:00:00,86.0,67.0,93.0,1800.0,1.0,-3.3,0.0
2013-12-31 00:00:00,86.0,54.0,93.0,1900.0,1.0,-4.0,0.0
2013-12-31 01:00:00,101.0,66.0,99.0,2200.0,1.0,-3.8,0.0
2013-12-31 02:00:00,110.0,57.0,86.0,2300.0,1.0,-4.5,0.0
2013-12-31 03:00:00,125.0,53.0,124.0,2200.0,1.0,-4.3,0.0
2013-12-31 04:00:00,159.0,38.0,124.0,2400.0,1.0,-4.6,0.0
2013-12-31 05:00:00,100.0,63.0,104.0,3100.0,1.0,-4.8,0.0
2013-12-31 06:00:00,112.0,56.0,113.0,2500.0,1.0,-1.9,0.0
2013-12-31 07:00:00,112.0,56.0,113.0,1700.0,1.0,5.6,0.0
2013-12-31 08:00:00,49.0,31.0,72.0,1100.0,6.0,6.2,0.0
2013-12-31 09:00:00,46.0,16.0,35.0,600.0,33.0,7.1,0.0
2013-12-31 10:00:00,45.0,10.0,14.0,500.0,54.0,7.6,0.0
2013-12-31 11:00:00,42.0,12.0,10.0,400.0,58.0,8.3,0.0
2013-12-31 12:00:00,33.0,11.0,8.0,400.0,63.0,9.4,0.0
2013-12-31 13:00:00,29.0,10.0,7.0,400.0,65.0,9.8,0.0
2013-12-31 14:00:00,23.0,5.0,6.0,400.0,66.0,9.9,0.0
2013-12-31 15:00:00,21.0,6.0,7.0,400.0,65.0,9.2,0.0
2013-12-31 16:00:00,16.0,4.0,7.0,400.0,64.0,8.3,0.0
2013-12-31 17:00:00,16.0,7.0,14.0,400.0,53.0,7.9,0.0
2013-12-31 18:00:00,16.0,10.0,26.0,500.0,42.0,8.0,0.0
2013-12-31 19:00:00,18.0,8.0,25.0,600.0,41.0,7.5,0.0
2013-12-31 20:00:00,18.0,8.0,25.0,600.0,34.0,7.2,0.0
2013-12-31 21:00:00,18.0,18.0,43.0,700.0,25.0,5.1,0.0
2013-12-31 22:00:00,22.0,18.0,51.0,700.0,17.0,2.4,0.0
2013-12-31 23:00:00,22.0,20.0,55.0,800.0,13.0,0.0,0.0
2014-01-01 00:00:00,20.0,18.0,62.0,950.0,7.0,-1.5,0.0
2014-01-01 01:00:00,43.0,25.0,91.0,1100.0,1.0,-2.6,0.0
2014-01-01 02:00:00,79.0,41.0,103.0,1800.0,1.0,-3.0,0.0
2014-01-01 03:00:00,82.0,43.0,101.0,2100.0,1.0,-3.3,0.0
2014-01-01 04:00:00,124.0,59.0,130.0,2400.0,1.0,-2.7,0.0
2014-01-01 05:00:00,89.0,47.0,102.0,2500.0,1.0,-3.1,0.0
2014-01-01 06:00:00,59.0,45.0,91.0,1900.0,1.0,-2.6,0.0
2014-01-01 07:00:00,31.0,24.0,69.0,900.0,4.0,-2.9,0.0
2014-01-01 08:00:00,21.0,18.0,52.0,700.0,17.0,0.0,0.0
2014-01-01 09:00:00,38.0,25.0,87.0,1200.0,1.0,9.0,0.0
2014-01-01 10:00:00,33.0,27.0,63.0,1200.0,16.0,10.3,0.0
2014-01-01 11:00:00,25.0,21.0,27.0,700.0,44.0,10.7,0.0
2014-01-01 12:00:00,23.0,17.0,14.0,500.0,56.0,11.8,0.0
2014-01-01 13:00:00,22.0,15.0,9.0,500.0,61.0,12.3,0.0
2014-01-01 14:00:00,22.0,13.0,10.0,500.0,61.0,12.6,0.0
2014-01-01 15:00:00,19.0,12.0,11.0,500.0,60.0,12.3,0.0
2014-01-01 16:00:00,20.0,11.0,15.0,500.0,57.0,7.5,0.0
2014-01-01 17:00:00,21.0,13.0,24.0,600.0,46.0,3.3,0.0
2014-01-01 18:00:00,34.0,18.0,70.0,1000.0,10.0,1.7,0.0
2014-01-01 19:00:00,52.0,24.0,99.0,1500.0,1.0,0.5,0.0
2014-01-01 20:00:00,61.0,28.0,107.0,2200.0,1.0,-0.5,0.0
2014-01-01 21:00:00,86.0,35.0,112.0,2800.0,1.0,-1.4,0.0
2014-01-01 22:00:00,86.0,35.0,112.0,3100.0,1.0,-1.8,0.0
2014-01-01 23:00:00,76.0,44.0,107.0,2600.0,1.0,-2.4,0.0
2014-01-02 00:00:00,94.0,72.0,106.0,3300.0,1.0,0.0,0.0
2014-01-02 01:00:00,139.0,88.0,97.0,3700.0,1.0,0.5,0.0
2014-01-02 02:00:00,165.0,87.0,92.0,3100.0,1.0,-1.2,0.0
2014-01-02 03:00:00,119.0,83.0,82.0,2800.0,1.0,-0.7,0.0
2014-01-02 04:00:00,135.0,72.0,79.0,2300.0,1.0,-0.8,0.0
2014-01-02 05:00:00,74.0,59.0,67.0,1700.0,1.0,-0.4,0.0
2014-01-02 06:00:00,86.0,66.0,67.0,2500.0,1.0,-1.1,0.0
2014-01-02 07:00:00,166.0,72.0,73.0,4600.0,1.0,-1.3,0.0
2014-01-02 08:00:00,118.0,42.0,64.0,3800.0,1.0,-0.6,0.0
2014-01-02 09:00:00,117.0,81.0,67.0,3900.0,1.0,1.9,0.0
2014-01-02 10:00:00,119.0,105.0,75.0,4100.0,1.0,2.9,0.0
2014-01-02 11:00:00,130.0,112.0,74.0,3500.0,1.0,4.2,0.0
2014-01-02 12:00:00,100.0,104.0,81.0,3500.0,1.0,6.1,0.0
2014-01-02 13:00:00,110.0,104.0,85.0,3200.0,2.0,7.4,0.0
2014-01-02 14:00:00,141.0,100.0,86.0,2900.0,4.0,7.9,0.0
2014-01-02 15:00:00,402.0,97.0,92.0,2900.0,3.0,7.0,0.0
2014-01-02 16:00:00,259.0,82.0,98.0,2700.0,1.0,3.7,0.0
2014-01-02 17:00:00,170.0,79.0,107.0,2900.0,1.0,2.0,0.0
2014-01-02 18:00:00,131.0,88.0,120.0,3400.0,1.0,0.6,0.0
2014-01-02 19:00:00,146.0,84.0,121.0,3800.0,1.0,1.4,0.0
2014-01-02 20:00:00,160.0,86.0,127.0,4100.0,1.0,3.5,0.0
2014-01-02 21:00:00,182.0,123.0,128.0,4200.0,1.0,2.8,0.0
2014-01-02 22:00:00,180.0,147.0,127.0,4600.0,1.0,0.5,0.0
2014-01-02 23:00:00,198.0,141.0,134.0,5000.0,1.0,3.1,0.0
2014-01-03 00:00:00,197.0,139.0,121.0,4800.0,1.0,4.1,0.0
2014-01-03 01:00:00,166.0,112.0,108.0,3900.0,1.0,6.2,0.0
2014-01-03 02:00:00,87.0,62.0,74.0,2100.0,1.0,5.9,0.0
2014-01-03 03:00:00,53.0,22.0,38.0,600.0,4.0,5.2,0.0
2014-01-03 04:00:00,30.0,15.0,38.0,500.0,19.0,5.3,0.0
2014-01-03 05:00:00,35.0,19.0,19.0,500.0,40.0,4.6,0.0
2014-01-03 06:00:00,77.0,24.0,17.0,500.0,44.0,3.7,0.0
2014-01-03 07:00:00,35.0,26.0,28.0,500.0,33.0,3.4,0.0
2014-01-03 08:00:00,33.0,25.0,33.0,500.0,29.0,4.1,0.0
2014-01-03 09:00:00,29.0,21.0,31.0,500.0,31.0,5.9,0.0
2014-01-03 10:00:00,28.0,21.0,30.0,500.0,31.0,6.7,0.0
2014-01-03 11:00:00,31.0,24.0,31.0,600.0,34.0,7.4,0.0
2014-01-03 12:00:00,24.0,21.0,15.0,500.0,49.0,8.5,0.0
2014-01-03 13:00:00,20.0,17.0,9.0,400.0,60.0,9.0,0.0
2014-01-03 14:00:00,16.0,14.0,7.0,400.0,63.0,9.5,0.0
2014-01-03 15:00:00,16.0,17.0,11.0,400.0,60.0,8.9,0.0
2014-01-03 16:00:00,18.0,16.0,15.0,400.0,58.0,6.0,0.0
2014-01-03 17:00:00,21.0,19.0,39.0,500.0,33.0,3.1,0.0
2014-01-03 18:00:00,33.0,20.0,73.0,800.0,3.0,0.1,0.0
2014-01-03 19:00:00,36.0,21.0,78.0,1000.0,1.0,-1.5,0.0
2014-01-03 20:00:00,36.0,21.0,84.0,1200.0,1.0,-2.2,0.0
2014-01-03 21:00:00,36.0,21.0,84.0,1200.0,1.0,-2.7,0.0
2014-01-03 22:00:00,65.0,51.0,89.0,1700.0,1.0,-2.6,0.0
2014-01-03 23:00:00,90.0,65.0,83.0,2000.0,1.0,-1.1,0.0
2014-01-04 00:00:00,79.0,55.0,75.0,1600.0,1.0,-0.9,0.0
2014-01-04 01:00:00,81.0,51.0,70.0,1700.0,1.0,-1.1,0.0
2014-01-04 02:00:00,74.0,40.0,66.0,2000.0,1.0,-1.8,0.0
2014-01-04 03:00:00,69.0,34.0,62.0,1800.0,1.0,-2.4,0.0
2014-01-04 04:00:00,66.0,30.0,60.0,1700.0,1.0,-2.0,0.0
2014-01-04 05:00:00,67.0,27.0,61.0,1700.0,1.0,-3.1,0.0
2014-01-04 06:00:00,74.0,31.0,61.0,1800.0,1.0,-2.2,0.0
2014-01-04 07:00:00,73.0,45.0,64.0,1800.0,1.0,-1.3,0.0
2014-01-04 08:00:00,73.0,53.0,62.0,2000.0,1.0,-0.9,0.0
2014-01-04 09:00:00,85.0,48.0,64.0,2100.0,1.0,0.0,0.0
2014-01-04 10:00:00,92.0,54.0,70.0,2500.0,1.0,0.8,0.0
2014-01-04 11:00:00,106.0,62.0,68.0,2200.0,1.0,1.3,0.0
2014-01-04 12:00:00,133.0,66.0,74.0,2400.0,1.0,2.0,0.0
2014-01-04 13:00:00,142.0,75.0,75.0,2200.0,2.0,2.1,0.0
2014-01-04 14:00:00,147.0,69.0,79.0,2200.0,2.0,2.0,0.0
2014-01-04 15:00:00,150.0,67.0,85.0,2200.0,1.0,1.6,0.0
2014-01-04 16:00:00,155.0,61.0,91.0,2300.0,1.0,0.7,0.0
2014-01-04 17:00:00,174.0,54.0,98.0,2500.0,1.0,-0.4,0.0
2014-01-04 18:00:00,177.0,54.0,100.0,2600.0,1.0,-2.4,0.0
2014-01-04 19:00:00,185.0,56.0,102.0,2800.0,1.0,-3.1,0.0
2014-01-04 20:00:00,179.0,61.0,106.0,3200.0,1.0,-1.7,0.0
2014-01-04 21:00:00,168.0,72.0,99.0,3000.0,1.0,-2.1,0.0
2014-01-04 22:00:00,184.0,77.0,95.0,3500.0,1.0,-2.0,0.0
2014-01-04 23:00:00,183.0,82.0,100.0,3500.0,1.0,-2.5,0.0
2014-01-05 00:00:00,148.0,67.0,91.0,2600.0,1.0,-3.3,0.0
2014-01-05 01:00:00,143.0,52.0,92.0,2800.0,1.0,-3.1,0.0
2014-01-05 02:00:00,146.0,63.0,94.0,2900.0,1.0,-3.0,0.0
2014-01-05 03:00:00,153.0,56.0,93.0,2800.0,1.0,-4.7,0.0
2014-01-05 04:00:00,146.0,47.0,89.0,3000.0,1.0,-2.6,0.0
2014-01-05 05:00:00,171.0,42.0,93.0,3700.0,1.0,-2.2,0.0
2014-01-05 06:00:00,146.0,52.0,92.0,3000.0,1.0,-4.5,0.0
2014-01-05 07:00:00,122.0,53.0,81.0,2400.0,1.0,-5.3,0.0
2014-01-05 08:00:00,112.0,54.0,75.0,2200.0,1.0,-1.6,0.0
2014-01-05 09:00:00,121.0,63.0,76.0,2500.0,1.0,2.7,0.0
2014-01-05 10:00:00,80.0,50.0,63.0,1600.0,6.0,4.8,0.0
2014-01-05 11:00:00,71.0,42.0,61.0,1500.0,14.0,5.4,0.0
2014-01-05 12:00:00,82.0,38.0,59.0,1400.0,21.0,6.4,0.0
2014-01-05 13:00:00,37.0,21.0,25.0,700.0,44.0,7.1,0.0
2014-01-05 14:00:00,31.0,19.0,28.0,700.0,43.0,7.3,0.0
2014-01-05 15:00:00,28.0,19.0,21.0,600.0,52.0,7.4,0.0
2014-01-05 16:00:00,23.0,19.0,23.0,600.0,48.0,3.3,0.0
